# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../../00_genome/genomic.gff" "-o" "../../HVO_counts/2019_counts2.txt" "dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam" "dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam" "HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam	dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam	HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam
HVO_RS05885	NC_013967.1	219536	220561	+	1026	1207	1280	1242	1231	0	79	1626	2257	339	138
HVO_RS05890	NC_013967.1	220622	221566	-	945	1579	1240	1420	1411	1	71	1652	2434	293	161
HVO_RS05895	NC_013967.1	221699	222217	+	519	696	453	454	476	1	45	595	843	91	50
HVO_RS05900	NC_013967.1	222424	223386	-	963	2258	2219	2260	2310	2	126	3801	2412	364	342
HVO_RS20815	NC_013967.1	223483	223650	+	168	286	92	103	101	0	4	186	176	23	42
HVO_RS05905	NC_013967.1	223693	224892	+	1200	2189	705	791	607	0	74	1170	1548	176	111
HVO_RS05910	NC_013967.1	224889	225164	+	276	171	125	138	114	0	4	140	191	46	17
HVO_RS05915	NC_013967.1	225232	226548	-	1317	4161	2078	2174	1955	1	152	2826	7955	333	340
HVO_RS05920	NC_013967.1	226809	227072	+	264	161	77	98	120	0	2	137	258	30	22
HVO_RS05925	NC_013967.1	227072	227578	+	507	549	308	327	277	1	19	531	819	76	39
HVO_RS05930	NC_013967.1	227672	228271	+	600	555	452	481	451	1	38	766	640	78	86
HVO_RS05935	NC_013967.1	228343	229032	-	690	97	96	124	130	0	10	118	134	15	20
HVO_RS05940	NC_013967.1	229170	230783	+	1614	939	672	639	595	0	52	586	1205	138	89
HVO_RS05945	NC_013967.1	230787	231071	+	285	193	317	370	232	0	8	353	381	67	30
HVO_RS05950	NC_013967.1	231140	231331	-	192	146	477	513	365	0	15	587	507	54	60
HVO_RS05955	NC_013967.1	231538	232569	-	1032	220	125	109	154	0	5	117	146	29	20
HVO_RS20820	NC_013967.1	232566	232736	-	171	42	24	18	31	0	1	28	19	5	3
HVO_RS05960	NC_013967.1	233026	233310	-	285	43	14	18	41	0	0	40	64	5	2
HVO_RS05965	NC_013967.1	233436	233702	+	267	143	108	124	147	0	3	87	311	28	30
HVO_RS20100	NC_013967.1	234085	234963	+	879	177	408	434	642	0	16	198	154	14	58
HVO_RS05975	NC_013967.1	235110	236276	-	1167	547	461	501	611	0	21	627	710	85	82
HVO_RS05985	NC_013967.1	236934	237194	-	261	31	28	31	28	0	1	51	48	5	7
HVO_RS05990	NC_013967.1	237481	237741	+	261	104	47	56	69	0	1	76	313	28	7
HVO_RS05995	NC_013967.1	237743	237988	+	246	237	70	85	109	1	3	127	541	30	18
HVO_RS20105	NC_013967.1	237992	238198	-	207	68	29	39	31	0	4	75	183	3	11
HVO_RS06000	NC_013967.1	238338	238736	+	399	5	3	5	3	0	0	6	13	0	2
HVO_RS06005	NC_013967.1	238733	238948	+	216	5	2	2	4	0	0	2	3	0	0
HVO_RS06010	NC_013967.1	238945	239475	+	531	12	3	7	6	0	0	1	13	6	0
HVO_RS06015	NC_013967.1	239482	241095	+	1614	18	17	19	20	0	3	28	60	0	1
HVO_RS06020	NC_013967.1	241129	241704	+	576	6	3	4	7	0	0	5	19	1	0
HVO_RS06025	NC_013967.1	241698	242492	+	795	8	5	9	7	0	0	16	24	0	1
HVO_RS06030	NC_013967.1	242489	243640	+	1152	29	15	18	16	0	3	18	46	4	0
HVO_RS06035	NC_013967.1	243876	245228	+	1353	268	304	323	389	0	11	299	192	46	38
HVO_RS06040	NC_013967.1	245331	246683	+	1353	159	201	236	304	1	9	185	171	40	41
HVO_RS06045	NC_013967.1	246714	247094	+	381	17	7	15	20	0	0	4	19	1	3
HVO_RS20525	NC_013967.1	247254	247859	+	606	27	27	33	30	0	1	51	77	2	14
HVO_RS06050	NC_013967.1	248186	249184	+	999	340	449	472	818	0	24	555	1053	109	73
HVO_RS06055	NC_013967.1	249749	251479	-	1731	36	21	15	17	0	4	22	43	3	4
HVO_RS06060	NC_013967.1	252026	252098	-	73	35	23	13	40	0	0	25	35	6	1
HVO_RS06065	NC_013967.1	252148	254004	-	1857	2040	1049	1126	1155	0	41	973	2055	186	87
HVO_RS06070	NC_013967.1	254076	256130	-	2055	6398	2758	2992	2926	3	208	3987	9471	610	420
HVO_RS06075	NC_013967.1	256281	256670	-	390	634	148	152	218	0	11	265	896	135	31
HVO_RS06080	NC_013967.1	256758	257930	+	1173	1311	464	484	634	3	27	316	1877	145	62
HVO_RS06085	NC_013967.1	257951	258775	-	825	408	248	237	207	0	21	117	285	47	29
HVO_RS06090	NC_013967.1	259298	259370	-	73	6	7	2	23	0	1	31	12	0	1
HVO_RS06095	NC_013967.1	259521	259982	+	462	869	742	802	747	1	38	816	1157	77	96
HVO_RS06100	NC_013967.1	260022	260435	-	414	2451	2863	3017	2870	4	122	3150	3381	415	454
HVO_RS06105	NC_013967.1	260600	261190	-	591	4960	5435	5881	5983	6	513	4168	52619	1653	528
HVO_RS06110	NC_013967.1	261191	262126	-	936	8900	9598	10199	11438	5	847	7910	88526	3146	1147
HVO_RS06115	NC_013967.1	262298	262579	+	282	108	85	107	103	0	4	80	173	21	14
HVO_RS06120	NC_013967.1	262634	263638	+	1005	647	486	453	421	1	44	379	907	140	34
HVO_RS06125	NC_013967.1	263680	264327	+	648	183	316	272	306	1	17	233	315	47	16
HVO_RS06130	NC_013967.1	264341	265126	-	786	1033	781	799	930	2	46	927	1924	272	85
HVO_RS06135	NC_013967.1	265238	265732	-	495	746	412	428	486	1	24	642	737	168	72
HVO_RS06140	NC_013967.1	265809	266291	-	483	3668	2564	2670	3368	2	161	3552	4243	1060	353
HVO_RS06145	NC_013967.1	266382	267068	+	687	816	364	469	481	1	37	404	830	91	57
HVO_RS06150	NC_013967.1	267117	268112	-	996	1297	999	1117	1231	1	62	758	599	128	141
HVO_RS06155	NC_013967.1	268262	270109	+	1848	1237	514	546	776	0	33	457	1120	194	60
HVO_RS06160	NC_013967.1	270240	271373	+	1134	4765	3162	3298	3128	5	360	2912	3589	693	461
HVO_RS06165	NC_013967.1	271412	272254	-	843	1433	1590	1656	2015	2	100	1813	683	358	201
HVO_RS06170	NC_013967.1	272558	273511	-	954	10483	6643	6844	11168	5	115	2433	3913	2940	300
HVO_RS06175	NC_013967.1	273508	274305	-	798	8307	5552	5786	8760	3	129	2451	3191	2350	313
HVO_RS06180	NC_013967.1	274375	275553	-	1179	4335	3877	4006	4882	2	214	5353	2703	768	590
HVO_RS06185	NC_013967.1	275700	277091	+	1392	6764	4618	4583	5000	2	302	3481	5367	696	568
HVO_RS06190	NC_013967.1	277131	277613	+	483	394	589	629	614	0	41	685	244	100	92
HVO_RS06195	NC_013967.1	277680	278303	-	624	2455	3617	3757	4144	0	261	3614	1664	512	673
HVO_RS06200	NC_013967.1	278458	278790	+	333	3981	4346	4359	6272	3	170	5068	4596	1105	856
HVO_RS06205	NC_013967.1	278795	280978	+	2184	19492	22603	24147	27860	9	1082	26066	20309	4311	2790
HVO_RS06210	NC_013967.1	281177	281410	+	234	7667	13451	14846	19456	0	818	19631	7762	2466	1693
HVO_RS06215	NC_013967.1	281432	282016	+	585	9359	18691	19842	26195	5	742	21503	5729	3069	2649
HVO_RS06220	NC_013967.1	282013	283059	+	1047	14227	29687	31603	42413	4	1173	34271	7486	4551	3670
HVO_RS06225	NC_013967.1	283056	283376	+	321	4814	8970	9417	15293	2	326	10053	1901	2038	1661
HVO_RS06230	NC_013967.1	283383	285143	+	1761	29711	61151	63554	85924	20	2190	62864	12121	8686	9385
HVO_RS06235	NC_013967.1	285148	286554	+	1407	22866	46408	49576	64368	15	1724	51441	10025	6166	7025
HVO_RS06240	NC_013967.1	286684	288660	+	1977	1084	889	888	1063	0	73	907	950	279	105
HVO_RS06245	NC_013967.1	288859	289566	+	708	6550	6531	7028	8257	3	471	10872	4906	1229	1283
HVO_RS06250	NC_013967.1	289648	290031	+	384	310	439	451	501	0	23	652	325	83	49
HVO_RS06255	NC_013967.1	290089	291333	-	1245	5690	5177	5630	6164	3	448	7261	6128	1001	975
HVO_RS06260	NC_013967.1	291490	293214	+	1725	29564	13983	14479	15393	7	813	20017	39460	7591	1901
HVO_RS20825	NC_013967.1	293254	293391	+	138	920	1141	1355	1682	0	89	1641	1285	190	281
HVO_RS06265	NC_013967.1	293437	295200	-	1764	4663	5205	5448	6334	3	463	8949	3693	1062	840
HVO_RS21385	NC_013967.1	295443	295565	+	123	38	32	24	47	0	2	32	61	11	3
HVO_RS06270	NC_013967.1	295998	296738	+	741	7248	739	812	872	5	66	1281	15012	288	117
HVO_RS06275	NC_013967.1	296735	297424	+	690	8265	924	990	1098	0	71	1275	15144	516	102
HVO_RS06280	NC_013967.1	297455	298345	-	891	922	282	293	287	0	18	297	1493	82	30
HVO_RS06285	NC_013967.1	298435	299373	+	939	8773	10333	10823	11949	2	471	10648	7549	2024	1558
HVO_RS06290	NC_013967.1	299452	300096	-	645	835	785	797	882	3	44	824	513	109	138
HVO_RS06295	NC_013967.1	300176	301015	-	840	2025	1343	1371	1527	3	81	827	1245	416	96
HVO_RS06300	NC_013967.1	301142	301684	+	543	311	440	477	755	1	30	721	640	192	45
HVO_RS06305	NC_013967.1	301751	302281	+	531	26	31	38	40	0	3	44	40	4	2
HVO_RS06310	NC_013967.1	302356	303069	+	714	286	1191	1204	1194	0	185	5510	78	33	434
HVO_RS06315	NC_013967.1	303256	304668	+	1413	417	2303	2511	1632	2	156	13275	170	47	1135
HVO_RS06325	NC_013967.1	306250	306504	+	255	1624	1675	1830	2137	1	129	3258	3740	702	269
HVO_RS06330	NC_013967.1	306563	307537	-	975	2314	1460	1526	1628	0	155	2538	2008	286	237
HVO_RS06335	NC_013967.1	307680	308948	+	1269	1059	771	886	866	0	78	1958	763	201	183
HVO_RS06340	NC_013967.1	308973	309416	-	444	100	121	115	105	0	15	223	111	39	18
HVO_RS06345	NC_013967.1	309492	310541	+	1050	372	122	130	77	0	57	102	224	24	15
HVO_RS06350	NC_013967.1	310562	310897	+	336	150	111	111	153	0	15	266	135	33	9
HVO_RS06355	NC_013967.1	310894	311250	+	357	297	218	228	239	0	22	371	168	51	30
HVO_RS06360	NC_013967.1	311653	311725	-	73	309	291	302	759	0	44	1248	452	31	53
HVO_RS06365	NC_013967.1	311755	311827	-	73	111	136	137	378	0	13	683	259	15	12
HVO_RS06370	NC_013967.1	312095	312322	+	228	497	646	790	889	0	41	788	495	62	181
HVO_RS06375	NC_013967.1	312319	313884	+	1566	5878	9336	9778	8975	5	378	6185	4410	1170	1665
HVO_RS06380	NC_013967.1	313886	315715	+	1830	6900	11006	11071	9431	6	400	6827	4184	1446	2024
HVO_RS06385	NC_013967.1	315728	318652	+	2925	13764	20474	22186	20570	11	867	20156	11741	3382	3534
HVO_RS06390	NC_013967.1	318645	319904	+	1260	7275	9971	10658	10946	4	562	11890	6632	1549	1814
HVO_RS06395	NC_013967.1	319907	320326	+	420	2377	3307	3424	3662	1	208	4400	2053	926	448
HVO_RS06400	NC_013967.1	320381	321157	+	777	980	486	521	566	0	30	659	1256	210	80
HVO_RS06405	NC_013967.1	321385	321813	+	429	4961	9895	10216	13186	6	596	17846	4071	811	1823
HVO_RS06410	NC_013967.1	321816	322430	+	615	14944	29345	30497	31779	10	1996	43518	9750	1808	5215
HVO_RS06415	NC_013967.1	322539	323294	-	756	153	184	219	180	0	16	223	164	19	21
HVO_RS06420	NC_013967.1	323485	325668	+	2184	42682	78482	83819	87466	27	7055	123190	30999	6733	14775
HVO_RS06425	NC_013967.1	325966	326535	+	570	1215	935	962	956	0	70	1703	3645	179	159
HVO_RS06430	NC_013967.1	326532	327485	+	954	2511	1812	1876	1759	2	150	2754	6286	503	272
HVO_RS06435	NC_013967.1	327676	328941	+	1266	127822	202269	211998	214503	77	15291	276447	79324	17084	38300
HVO_RS06440	NC_013967.1	328944	329252	+	309	29543	46048	49241	48928	25	3640	73788	20531	6877	6358
HVO_RS06445	NC_013967.1	329507	329578	+	72	390	683	852	607	0	50	1107	275	19	60
HVO_RS06450	NC_013967.1	329856	330458	+	603	449	203	253	196	4	29	184	190	34	43
HVO_RS06455	NC_013967.1	330643	331095	+	453	64	41	45	57	0	5	37	47	7	8
HVO_RS20830	NC_013967.1	331092	331232	-	141	9	8	9	26	0	2	3	11	1	0
HVO_RS06460	NC_013967.1	331222	331422	-	201	6	5	7	16	0	0	1	6	1	1
HVO_RS06465	NC_013967.1	331415	331801	-	387	25	34	28	49	0	1	22	24	6	5
HVO_RS06470	NC_013967.1	331803	332225	-	423	35	44	44	62	0	3	49	52	19	6
HVO_RS06475	NC_013967.1	332222	332788	-	567	121	128	111	166	0	10	128	111	47	11
HVO_RS20835	NC_013967.1	332788	332943	-	156	0	8	7	14	0	0	8	4	1	0
HVO_RS06480	NC_013967.1	332943	333431	-	489	5	14	17	60	0	2	11	6	1	2
HVO_RS06485	NC_013967.1	333431	333871	-	441	7	37	39	75	0	1	47	20	3	4
HVO_RS06490	NC_013967.1	333882	334388	-	507	38	93	129	250	0	6	104	79	11	9
HVO_RS06495	NC_013967.1	334392	334589	-	198	4	9	13	38	0	0	7	10	0	1
HVO_RS06500	NC_013967.1	334719	334901	+	183	1	1	0	6	0	0	1	0	0	0
HVO_RS06505	NC_013967.1	334898	335359	+	462	30	31	35	84	0	0	19	20	6	2
HVO_RS06510	NC_013967.1	335352	335792	+	441	14	29	29	69	0	0	17	29	7	1
HVO_RS06515	NC_013967.1	335795	336409	+	615	30	61	70	107	0	7	40	38	12	9
HVO_RS06520	NC_013967.1	336406	336630	+	225	16	30	25	47	0	4	22	30	3	5
HVO_RS06525	NC_013967.1	337199	337783	+	585	165	189	159	238	0	11	153	79	22	19
HVO_RS20535	NC_013967.1	337799	338116	-	318	210	162	180	265	0	15	144	208	16	37
HVO_RS06530	NC_013967.1	338106	338621	-	516	430	305	349	483	0	18	266	278	30	79
HVO_RS20540	NC_013967.1	338611	339210	-	600	564	298	284	404	0	11	202	196	36	104
HVO_RS06535	NC_013967.1	339578	339793	-	216	443	181	176	252	0	8	150	338	59	38
HVO_RS06540	NC_013967.1	339904	340089	+	186	95	106	76	122	0	2	117	189	9	5
HVO_RS06545	NC_013967.1	340199	340432	+	234	76	91	95	107	0	2	70	110	9	8
HVO_RS06550	NC_013967.1	340429	340620	+	192	43	53	56	77	0	1	69	83	14	4
HVO_RS20840	NC_013967.1	340617	340787	+	171	33	61	77	86	0	4	66	90	13	9
HVO_RS06555	NC_013967.1	340784	341785	+	1002	308	430	474	486	0	29	388	374	69	65
HVO_RS06560	NC_013967.1	342850	343224	+	375	425	530	480	553	0	29	459	4320	161	38
HVO_RS06565	NC_013967.1	343321	343560	+	240	1134	1154	1280	1427	1	53	841	6192	182	138
HVO_RS06570	NC_013967.1	343699	345018	-	1320	5338	6694	6841	6785	4	376	5952	6190	831	1097
HVO_RS06575	NC_013967.1	345139	345441	-	303	3256	1765	1878	2875	1	79	2643	4012	634	253
HVO_RS06580	NC_013967.1	345603	346082	+	480	1549	1419	1415	1489	0	96	2274	1172	343	221
HVO_RS06585	NC_013967.1	346125	346805	-	681	595	713	798	763	0	64	1206	677	145	71
HVO_RS06590	NC_013967.1	347026	347382	+	357	2092	3559	3937	3596	2	91	2686	1940	481	500
HVO_RS06595	NC_013967.1	347502	350453	+	2952	8475	7699	7971	8611	4	636	8669	9117	1297	1281
HVO_RS06600	NC_013967.1	350591	351007	+	417	75	42	64	70	0	5	49	64	14	7
HVO_RS06605	NC_013967.1	351178	352194	+	1017	1258	280	270	355	0	18	335	916	152	35
HVO_RS06610	NC_013967.1	352270	353352	+	1083	1911	1695	1732	1962	1	138	2186	2130	568	241
HVO_RS06615	NC_013967.1	353383	354480	-	1098	1274	997	1067	1194	1	101	1353	1368	397	141
HVO_RS06620	NC_013967.1	354646	354945	-	300	700	425	484	518	1	32	539	878	212	47
HVO_RS06625	NC_013967.1	355050	356090	+	1041	2437	3074	3246	3648	2	197	5951	2490	1391	706
HVO_RS06630	NC_013967.1	356161	356541	+	381	3124	3265	3454	4062	2	239	6380	3366	732	530
HVO_RS06635	NC_013967.1	356734	357192	+	459	1311	1367	1369	3261	5	1765	6033	39146	9505	2872
HVO_RS06640	NC_013967.1	357270	357947	+	678	2567	1667	1768	2640	6	1336	4167	18958	2609	1884
HVO_RS06645	NC_013967.1	358032	359000	+	969	2613	6286	6827	4334	5	585	9331	6224	1432	1211
HVO_RS21265	NC_013967.1	361088	361420	+	333	1277	973	936	972	2	152	1728	4168	119	229
HVO_RS06655	NC_013967.1	361646	363052	-	1407	4208	3068	2991	3362	2	306	4869	3093	882	352
HVO_RS06660	NC_013967.1	363049	363423	-	375	780	549	542	697	0	60	1148	714	122	93
HVO_RS06665	NC_013967.1	363561	364598	+	1038	2743	909	1011	1015	2	61	863	2914	203	118
HVO_RS06670	NC_013967.1	364649	365260	-	612	3180	487	478	568	0	30	577	4374	206	64
HVO_RS06685	NC_013967.1	367843	368085	+	243	229	391	419	491	0	36	542	334	61	52
HVO_RS06690	NC_013967.1	368086	369234	-	1149	1477	2312	2316	3601	3	201	2934	740	644	236
HVO_RS06695	NC_013967.1	369241	371091	-	1851	6822	9006	9413	11402	9	597	10206	2562	1448	1414
HVO_RS06700	NC_013967.1	371518	373026	-	1509	2572	1715	1847	2352	5	96	1875	1286	670	278
HVO_RS06705	NC_013967.1	373221	374717	-	1497	264	861	869	1176	0	23	727	213	49	150
HVO_RS06710	NC_013967.1	374824	375918	-	1095	358	378	410	440	0	18	418	628	136	35
HVO_RS06715	NC_013967.1	376085	377716	+	1632	1131	941	966	2263	3	96	2048	1533	900	163
HVO_RS06720	NC_013967.1	377834	379714	+	1881	4557	4511	4724	5270	4	514	6853	4626	1135	665
HVO_RS06725	NC_013967.1	379829	380122	-	294	1126	2040	2216	3170	2	168	2119	1379	244	286
HVO_RS06730	NC_013967.1	380247	380561	+	315	625	713	733	979	0	51	1030	567	164	74
HVO_RS06735	NC_013967.1	380564	382378	+	1815	8181	9340	10229	9434	2	868	15525	5434	998	1717
HVO_RS06740	NC_013967.1	382515	383456	+	942	379	321	304	342	0	33	385	332	109	41
HVO_RS06745	NC_013967.1	383511	383993	+	483	309	99	99	99	0	10	118	285	59	13
HVO_RS06750	NC_013967.1	384018	385076	-	1059	1341	365	294	431	2	46	417	688	255	38
HVO_RS06755	NC_013967.1	385077	385526	-	450	598	199	178	311	0	25	243	314	135	17
HVO_RS06760	NC_013967.1	385608	386129	-	522	4141	2164	2222	2555	3	208	2547	3443	303	374
HVO_RS06765	NC_013967.1	386169	386621	+	453	601	589	620	675	0	49	608	654	217	49
HVO_RS06770	NC_013967.1	386653	387507	+	855	1248	1037	1140	1301	0	94	1410	1206	256	140
HVO_RS06775	NC_013967.1	387557	387772	+	216	325	277	275	305	0	27	376	278	57	33
HVO_RS06780	NC_013967.1	387864	388532	+	669	1819	1366	1520	1610	0	106	1933	2812	486	141
HVO_RS06785	NC_013967.1	388563	389816	-	1254	956	661	711	730	0	68	838	1316	165	43
HVO_RS06790	NC_013967.1	390051	390353	-	303	270	313	356	488	1	15	377	210	49	44
HVO_RS06795	NC_013967.1	390432	391040	-	609	1195	922	899	938	1	88	1610	979	167	150
HVO_RS06800	NC_013967.1	391096	391260	-	165	1330	659	738	1233	0	59	1890	2037	235	155
HVO_RS06805	NC_013967.1	391499	391768	+	270	2580	3034	3248	4703	2	259	6028	5110	803	484
HVO_RS06810	NC_013967.1	391882	392028	+	147	299	486	472	891	0	52	1599	550	91	40
HVO_RS06815	NC_013967.1	392044	392424	-	381	474	559	619	802	0	47	918	523	108	56
HVO_RS06820	NC_013967.1	392426	393052	-	627	1116	659	699	714	0	88	847	890	166	99
HVO_RS06825	NC_013967.1	393182	393352	+	171	953	350	390	573	0	55	664	1044	110	92
HVO_RS06830	NC_013967.1	393349	393960	+	612	2144	1154	1209	1416	2	158	1759	2351	479	155
HVO_RS06835	NC_013967.1	393985	394581	+	597	805	600	567	709	1	41	1069	722	234	112
HVO_RS06840	NC_013967.1	394719	395684	-	966	7187	2908	3220	3004	2	120	11818	947	881	1280
HVO_RS06845	NC_013967.1	395674	396477	-	804	8905	3490	3888	4002	1	122	13625	1385	1138	1977
HVO_RS06850	NC_013967.1	396573	397430	-	858	41879	13595	14222	15861	9	597	48505	7713	4530	5551
HVO_RS06855	NC_013967.1	397884	398543	+	660	3509	2064	2093	2365	1	151	3571	3016	671	282
HVO_RS06860	NC_013967.1	398598	399404	+	807	1857	1593	1631	1611	2	118	2343	2602	354	235
HVO_RS06865	NC_013967.1	399548	399955	+	408	1371	954	966	1367	1	84	1066	2181	604	95
HVO_RS06870	NC_013967.1	400072	400515	+	444	295	353	331	242	2	39	398	872	58	58
HVO_RS06875	NC_013967.1	400730	403606	+	2877	6664	9974	10506	11730	4	575	12224	9964	1406	1618
HVO_RS06880	NC_013967.1	403730	403948	+	219	1178	687	701	971	2	63	984	1397	163	104
HVO_RS06885	NC_013967.1	404006	405001	-	996	21824	4130	4421	9420	11	681	13651	18708	2370	1151
HVO_RS06890	NC_013967.1	405300	406943	-	1644	25493	27014	28412	34939	29	4197	35069	21507	8414	3826
HVO_RS06895	NC_013967.1	407159	407551	-	393	2272	1497	1571	1977	1	87	2216	2776	595	203
HVO_RS06900	NC_013967.1	407615	407797	-	183	14378	4812	5168	6061	10	228	3088	50059	3888	646
HVO_RS06905	NC_013967.1	408343	408423	-	81	251	404	380	444	0	26	778	423	91	41
HVO_RS06910	NC_013967.1	408453	408659	-	207	1331	1730	1817	1667	3	93	2337	1456	405	244
HVO_RS06915	NC_013967.1	408661	409047	-	387	2142	1965	1995	2240	3	124	4186	2273	672	411
HVO_RS06920	NC_013967.1	409132	409338	-	207	124	117	134	193	0	28	211	210	12	27
HVO_RS06925	NC_013967.1	409378	410376	-	999	460	432	479	590	0	129	628	770	147	100
HVO_RS06930	NC_013967.1	410369	411793	-	1425	737	947	954	1414	1	225	1262	2209	243	203
HVO_RS06935	NC_013967.1	412138	412344	+	207	813	824	902	1134	0	46	1095	646	199	103
HVO_RS06940	NC_013967.1	412389	413600	-	1212	2545	2480	2640	2962	3	151	3339	1994	481	327
HVO_RS06945	NC_013967.1	413956	415347	+	1392	476	377	380	401	1	37	458	324	62	42
HVO_RS06950	NC_013967.1	415459	416598	-	1140	8593	11443	11807	16584	0	309	6163	3923	1067	847
HVO_RS06955	NC_013967.1	416899	418107	+	1209	2993	1403	1476	1564	1	98	2145	3579	417	173
HVO_RS06960	NC_013967.1	418158	418475	-	318	563	303	273	349	1	21	409	565	72	30
HVO_RS06965	NC_013967.1	418546	419502	+	957	1035	1201	1227	1406	2	92	1284	929	147	188
HVO_RS06970	NC_013967.1	419599	420702	+	1104	528	966	1030	1126	0	69	1178	905	224	117
HVO_RS06975	NC_013967.1	420720	422078	-	1359	239	837	844	1115	3	140	3702	783	1101	146
HVO_RS06980	NC_013967.1	422204	422479	-	276	31	25	21	37	0	2	31	81	5	5
HVO_RS06985	NC_013967.1	422618	422818	+	201	199	167	194	187	1	18	324	228	43	29
HVO_RS06990	NC_013967.1	422870	423604	-	735	1777	847	860	1161	3	100	1895	1214	217	180
HVO_RS06995	NC_013967.1	423626	424564	-	939	358	348	361	426	0	46	611	338	121	39
HVO_RS07000	NC_013967.1	424661	425317	-	657	1632	1484	1544	1813	0	215	3476	1201	354	301
HVO_RS07005	NC_013967.1	425456	426415	-	960	1774	2301	2415	3197	2	169	4094	1877	594	293
HVO_RS07010	NC_013967.1	426605	427672	+	1068	48780	1217	1292	21806	7	43	20168	1990	3997	1955
HVO_RS07015	NC_013967.1	427742	428230	-	489	890	307	325	708	1	33	641	530	177	49
HVO_RS07020	NC_013967.1	428338	428637	+	300	236	145	187	169	2	51	337	256	40	40
HVO_RS07025	NC_013967.1	428646	429851	-	1206	2019	2740	2983	1462	3	678	6907	4712	714	1101
HVO_RS07030	NC_013967.1	429927	430979	-	1053	4012	18951	19278	4979	16	6169	48506	34558	6468	5996
HVO_RS07035	NC_013967.1	431247	431609	+	363	5164	1985	2075	1716	3	222	5231	8043	846	486
HVO_RS07040	NC_013967.1	431634	432506	-	873	968	500	580	537	4	84	934	903	215	79
HVO_RS07045	NC_013967.1	432592	433122	-	531	6402	9026	9638	12038	3	827	15705	4698	1128	1569
HVO_RS07050	NC_013967.1	433283	433930	+	648	1207	927	930	875	0	54	1059	1948	182	111
HVO_RS07055	NC_013967.1	433931	434725	-	795	445	304	330	337	2	30	509	618	95	43
HVO_RS07060	NC_013967.1	434848	435303	+	456	220	261	289	315	0	24	286	272	75	37
HVO_RS07065	NC_013967.1	435432	435830	+	399	3633	2152	2374	4377	4	75	2701	5130	1691	443
HVO_RS07070	NC_013967.1	435901	436059	+	159	3153	1933	1989	3651	2	76	1832	3370	1301	351
HVO_RS20845	NC_013967.1	436184	436330	+	147	1337	1164	1124	1596	0	51	1448	1846	215	170
HVO_RS07075	NC_013967.1	436448	436909	+	462	4530	4131	4128	5189	3	274	5506	5031	836	749
HVO_RS07080	NC_013967.1	437012	437659	+	648	3165	2957	3088	3225	3	192	3726	2748	435	285
HVO_RS07085	NC_013967.1	437774	438166	+	393	5295	2743	2908	3855	2	72	3658	7039	1091	403
HVO_RS07090	NC_013967.1	438284	439078	+	795	1642	1120	1153	1268	4	55	1107	1611	286	152
HVO_RS07095	NC_013967.1	439239	439312	-	74	6	17	15	32	0	0	50	33	7	2
HVO_RS07100	NC_013967.1	439362	440087	-	726	276	248	279	275	1	33	341	265	42	40
HVO_RS07105	NC_013967.1	440257	440451	-	195	9318	15752	17483	23886	12	1293	15995	14810	2002	2652
HVO_RS07110	NC_013967.1	440611	440805	-	195	6630	15542	16951	24067	0	1643	14646	6402	1012	2542
HVO_RS07115	NC_013967.1	441236	441309	-	74	19	22	17	21	0	0	36	25	5	3
HVO_RS07120	NC_013967.1	441371	442039	-	669	1328	956	898	967	0	66	1178	1012	219	108
HVO_RS07125	NC_013967.1	442085	442483	-	399	176	250	284	301	0	19	264	224	70	17
HVO_RS07130	NC_013967.1	442587	442790	+	204	38	39	60	81	0	6	72	29	3	8
HVO_RS07135	NC_013967.1	443018	443091	-	74	2	10	7	26	0	0	13	10	0	1
HVO_RS07140	NC_013967.1	443185	443682	+	498	301	187	217	202	0	14	276	278	54	39
