# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2019_counts.txt" "dpyrE2-4hmfe-2_S5_sorted.bam" "dpyrE2-4hmfe-4_S9_sorted.bam" "dpyrE2-4hmfe-5_S18_sorted.bam" "dpyrE2-4hpfe-2_S2_sorted.bam" "dpyrE2-4hpfe-4_S16_sorted.bam" "dpyrE2-4hpfe-5_S12_sorted.bam" "dtbsP-4hmfe-2_S40_sorted.bam" "dtbsP-4hmfe-5_S46_sorted.bam" "dtbsP-4hmfe-6_S52_sorted.bam" "dtbsP-4hpfe-2_S38_sorted.bam" "dtbsP-4hpfe-5_S43_sorted.bam" "dtbsP-4hpfe-6_S49_sorted.bam" "dtrmB-4hmfe-1_S24_sorted.bam" "dtrmB-4hmfe-5_S30_sorted.bam" "dtrmB-4hmfe-6_S36_sorted.bam" "dtrmB-4hpfe-1_S21_sorted.bam" "dtrmB-4hpfe-5_S27_sorted.bam" "dtrmB-4hpfe-6_S33_sorted.bam" "dtrmBdtbsP-4hmfe-2_S56_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_sorted.bam" "dtrmBdtbsP-4hmfe-6_S72_sorted.bam" "dtrmBdtbsP-4hpfe-2_S54_sorted.bam" "dtrmBdtbsP-4hpfe-5_S65_sorted.bam" "dtrmBdtbsP-4hpfe-6_S69_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_sorted.bam	dpyrE2-4hmfe-4_S9_sorted.bam	dpyrE2-4hmfe-5_S18_sorted.bam	dpyrE2-4hpfe-2_S2_sorted.bam	dpyrE2-4hpfe-4_S16_sorted.bam	dpyrE2-4hpfe-5_S12_sorted.bam	dtbsP-4hmfe-2_S40_sorted.bam	dtbsP-4hmfe-5_S46_sorted.bam	dtbsP-4hmfe-6_S52_sorted.bam	dtbsP-4hpfe-2_S38_sorted.bam	dtbsP-4hpfe-5_S43_sorted.bam	dtbsP-4hpfe-6_S49_sorted.bam	dtrmB-4hmfe-1_S24_sorted.bam	dtrmB-4hmfe-5_S30_sorted.bam	dtrmB-4hmfe-6_S36_sorted.bam	dtrmB-4hpfe-1_S21_sorted.bam	dtrmB-4hpfe-5_S27_sorted.bam	dtrmB-4hpfe-6_S33_sorted.bam	dtrmBdtbsP-4hmfe-2_S56_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_sorted.bam	dtrmBdtbsP-4hmfe-6_S72_sorted.bam	dtrmBdtbsP-4hpfe-2_S54_sorted.bam	dtrmBdtbsP-4hpfe-5_S65_sorted.bam	dtrmBdtbsP-4hpfe-6_S69_sorted.bam
HVO_RS05345	NC_013967.1	123087	124739	-	1653	23532	16290	27886	39553	41870	53486	7065	34	5723	44138	41828	67136	34305	22812	22995	92902	66477	42515	7249	11837	51849	1421	109247	11644
HVO_RS05350	NC_013967.1	124992	125534	-	543	4676	1850	5847	3860	4100	4609	1250	7	315	5018	5432	5323	9442	5707	5742	7172	6729	5891	1881	1233	8457	634	14461	1737
HVO_RS05355	NC_013967.1	125628	126500	-	873	1988	522	2277	1381	1440	1485	380	0	93	1060	1118	1666	3340	2298	2163	1667	1810	1559	557	266	1767	149	5397	490
HVO_RS05360	NC_013967.1	126602	126892	-	291	1713	665	1963	1821	1885	2302	709	1	112	3056	2951	3601	2184	2047	1474	7093	3168	2788	301	523	3806	128	4903	971
HVO_RS05365	NC_013967.1	126998	127177	+	180	45	29	55	58	65	105	33	0	4	120	119	141	66	54	49	126	152	130	18	18	72	3	204	46
HVO_RS05370	NC_013967.1	127203	128030	-	828	346	152	405	674	634	704	129	1	55	719	658	1098	373	294	281	1294	1158	849	69	103	416	33	1623	156
HVO_RS05375	NC_013967.1	128123	129109	-	987	5638	2112	6831	6450	6806	7269	1632	2	387	6845	7124	9254	8807	6598	5879	9533	11003	9228	1250	812	5250	366	12279	2283
HVO_RS05380	NC_013967.1	129130	129504	+	375	562	242	697	839	920	986	256	0	45	1012	1121	1270	712	586	572	1485	1344	1323	179	79	668	56	3040	415
HVO_RS05385	NC_013967.1	129520	131589	-	2070	8633	1404	10371	3306	3427	4035	859	6	208	3788	4036	5406	10267	8008	7151	4362	5434	4464	2519	1274	5890	592	24867	1467
HVO_RS05390	NC_013967.1	131765	132754	+	990	68	33	54	92	115	146	25	0	4	101	98	125	94	78	53	205	164	141	8	29	118	4	184	27
HVO_RS05395	NC_013967.1	132763	133107	+	345	246	38	318	321	353	364	41	0	10	333	286	479	562	338	252	362	561	395	33	114	197	6	397	66
HVO_RS05400	NC_013967.1	133150	134028	-	879	1511	376	1909	1705	1881	1758	336	0	90	2056	1834	2517	3141	2456	1814	1937	2811	2383	313	403	1633	58	2444	476
HVO_RS05405	NC_013967.1	134083	135030	-	948	290	110	315	510	469	510	134	0	37	725	668	830	541	394	329	819	951	788	68	101	280	16	1046	152
HVO_RS05410	NC_013967.1	135168	136193	+	1026	1854	837	2228	2970	3188	3164	1039	4	215	3214	3452	3983	1111	866	870	3466	5103	3971	415	250	1962	227	6174	1392
HVO_RS05415	NC_013967.1	136193	136798	+	606	715	285	821	1403	1458	1451	317	0	104	1724	1596	2053	523	484	403	2605	2391	1861	149	226	865	61	2639	427
HVO_RS05420	NC_013967.1	137039	137458	+	420	40	27	56	77	75	101	30	0	2	76	105	123	67	38	65	163	136	103	8	8	59	5	234	36
HVO_RS05425	NC_013967.1	137455	139161	+	1707	160	112	234	279	312	335	113	0	15	303	342	357	261	214	269	388	440	371	47	45	193	18	753	126
HVO_RS05430	NC_013967.1	139158	139553	+	396	29	27	67	69	72	98	19	0	4	62	77	96	96	49	65	102	113	78	4	5	47	6	149	28
HVO_RS05435	NC_013967.1	139550	140173	+	624	92	64	113	135	126	142	49	0	10	116	151	164	175	123	121	176	158	151	28	17	85	10	277	52
HVO_RS05440	NC_013967.1	140173	141072	+	900	133	66	136	153	150	232	50	0	13	179	158	245	256	175	158	195	244	213	27	58	188	6	381	60
HVO_RS05445	NC_013967.1	141072	141731	+	660	180	87	211	162	198	239	65	0	16	199	211	265	295	201	165	256	330	219	50	51	247	10	444	79
HVO_RS05450	NC_013967.1	141728	142417	+	690	117	51	118	98	83	123	43	1	9	93	107	149	128	109	100	215	125	121	39	18	61	10	509	39
HVO_RS05455	NC_013967.1	142507	142956	+	450	625	358	777	458	463	790	129	1	89	263	265	704	785	630	648	2693	805	570	181	152	676	32	2646	113
HVO_RS05460	NC_013967.1	142995	143201	-	207	330	219	420	278	301	470	49	0	37	307	243	579	462	352	322	1345	522	391	99	110	324	17	1357	78
HVO_RS05465	NC_013967.1	143303	144259	-	957	1275	511	1432	1967	2014	2611	510	0	165	3613	3319	3812	2557	1981	1464	2721	4776	3944	316	402	846	71	4423	786
HVO_RS05470	NC_013967.1	144416	144727	+	312	102	25	106	82	73	84	23	0	5	152	152	165	125	132	98	203	122	152	29	13	125	3	170	41
HVO_RS05475	NC_013967.1	144786	145355	+	570	2311	1441	2858	2859	3050	3140	756	2	133	4187	4368	4845	3406	2732	2303	4207	5462	4395	683	611	5004	163	5255	1441
HVO_RS05480	NC_013967.1	145435	145812	+	378	565	291	655	869	870	774	212	1	50	1198	1287	1476	777	712	605	1684	1580	1493	145	121	631	54	2120	346
HVO_RS05485	NC_013967.1	145831	146799	+	969	928	209	1116	585	554	693	109	1	46	646	618	969	1701	1127	876	922	943	798	211	244	616	47	2418	169
HVO_RS05490	NC_013967.1	146821	147666	-	846	2548	663	3103	2173	2366	2417	545	1	167	3017	2634	3438	3665	2876	2253	3652	4123	2975	601	538	2315	108	5482	736
HVO_RS05495	NC_013967.1	147744	148844	+	1101	1267	589	1462	2272	2325	3405	399	0	129	2568	2339	3703	2445	1711	1247	2640	3936	3102	239	686	1537	78	5816	547
HVO_RS05500	NC_013967.1	148866	149378	-	513	1369	918	1719	1745	1790	2996	673	2	117	2269	2223	3088	2635	2518	1908	2519	2969	3114	328	366	2183	91	5692	666
HVO_RS05505	NC_013967.1	149375	149722	-	348	396	193	453	516	498	1239	152	0	36	727	598	1033	1074	896	491	981	1198	1026	55	289	706	15	1509	175
HVO_RS05510	NC_013967.1	149886	151178	+	1293	1421	473	1675	1870	1993	2362	412	1	111	2374	2154	3088	3068	2123	1657	1917	3888	2975	350	458	1357	74	3318	668
HVO_RS05515	NC_013967.1	151249	151560	-	312	1053	253	1254	1031	1050	1420	154	0	37	838	755	1537	2249	1533	1196	896	1628	1259	187	293	1092	23	1003	297
HVO_RS05520	NC_013967.1	151659	152945	+	1287	4429	1640	5194	6662	6740	8790	1597	3	455	9215	8903	9634	4724	3388	2793	8158	12493	9223	1066	1086	5164	221	11572	2258
HVO_RS05525	NC_013967.1	153018	153350	-	333	485	267	594	1101	1240	1449	253	2	97	1792	1607	1745	480	391	340	2065	2311	1682	102	124	525	32	2293	346
HVO_RS05530	NC_013967.1	153435	154259	+	825	334	121	398	511	464	699	115	0	40	612	574	733	360	233	271	926	813	667	83	95	283	17	2060	142
HVO_RS05535	NC_013967.1	154332	154754	+	423	804	180	933	674	636	717	141	1	51	544	452	781	1090	769	513	1513	1121	863	183	188	722	39	2712	176
HVO_RS05540	NC_013967.1	154782	155429	-	648	2905	754	3341	1441	1544	1658	389	2	137	1340	1254	1824	2884	2028	2100	3482	2014	1708	730	533	2510	193	8688	452
HVO_RS05545	NC_013967.1	155649	155852	+	204	405	90	538	713	796	936	121	1	38	1056	976	1433	669	507	364	1815	1767	1705	47	70	343	11	904	196
HVO_RS05550	NC_013967.1	155952	157052	-	1101	1294	383	1559	1801	1821	2125	463	3	151	2876	2776	2824	2475	2004	1489	3301	3447	3174	251	358	1423	85	3989	716
HVO_RS05555	NC_013967.1	157202	157795	+	594	2343	872	2771	3725	3912	4497	1113	3	284	5519	5241	5614	3824	3013	2240	6845	6848	5673	558	797	3144	117	6523	1418
HVO_RS05560	NC_013967.1	157928	158671	-	744	6869	2896	8558	9843	10714	11516	2883	4	832	14396	13973	16737	6021	4828	4440	17824	21209	16318	1304	1108	7530	503	23238	4308
HVO_RS05565	NC_013967.1	158945	159406	+	462	301	160	378	791	759	729	255	0	44	1105	1095	928	285	281	187	857	1351	1116	69	73	436	20	926	323
HVO_RS05570	NC_013967.1	159403	161649	-	2247	310	138	387	847	873	975	204	0	46	1145	958	1248	669	552	380	1238	1400	1093	68	199	518	18	1421	232
HVO_RS05575	NC_013967.1	162031	162816	+	786	1617	294	2020	1009	1056	965	221	1	71	1240	1244	1593	3820	2972	3169	2145	1566	1487	376	155	879	68	2767	387
HVO_RS05580	NC_013967.1	162982	163761	+	780	1461	464	1768	1647	1835	1882	437	1	201	2941	2765	2959	3010	2193	1958	4008	3691	2904	390	267	1366	91	6326	735
HVO_RS05585	NC_013967.1	163911	164312	+	402	239	59	298	233	256	270	78	0	17	349	347	434	618	428	332	495	467	399	57	116	297	18	809	89
HVO_RS20805	NC_013967.1	164385	164561	-	177	64	30	83	94	120	138	30	0	10	160	144	196	111	94	65	188	202	163	17	25	93	5	266	57
HVO_RS05590	NC_013967.1	164618	165337	-	720	310	128	396	552	611	689	130	1	51	980	963	1085	222	205	182	1328	1209	917	75	110	365	15	1484	271
HVO_RS05595	NC_013967.1	165330	165506	-	177	76	40	97	116	115	173	42	1	9	249	241	269	40	45	36	299	234	215	21	15	179	11	398	78
HVO_RS05600	NC_013967.1	165626	167782	-	2157	4444	1504	5463	4883	5359	5329	1282	2	502	7603	8160	10636	2950	2768	2662	12682	8732	7646	1265	855	4782	331	16724	2518
HVO_RS05605	NC_013967.1	167913	169238	+	1326	3912	2018	4638	5861	6216	5860	1407	6	782	6380	6510	9508	2933	2443	2887	18968	8839	7628	1262	762	3800	355	24640	2459
HVO_RS05610	NC_013967.1	169351	169671	+	321	302	205	399	602	569	769	153	1	65	397	337	906	595	464	392	1848	944	722	87	94	465	26	2079	158
HVO_RS05615	NC_013967.1	169702	170184	-	483	410	229	460	719	763	962	131	1	88	498	465	1106	684	535	453	2877	1113	776	136	132	555	25	2760	149
HVO_RS05620	NC_013967.1	170259	170897	+	639	1254	255	1475	881	924	1033	222	2	88	1434	1398	1476	1918	1413	1233	2403	1676	1392	331	266	1094	61	3747	349
HVO_RS05625	NC_013967.1	170943	171839	-	897	1920	440	2359	1458	1531	1680	329	3	164	1889	1779	2298	2090	1485	1391	3087	2504	1898	466	418	1271	99	7036	469
HVO_RS05630	NC_013967.1	172017	174011	+	1995	4852	974	5791	3632	3852	3832	886	0	166	4481	4169	5417	8576	6428	5111	3725	6312	4850	999	1263	4234	232	7132	1256
HVO_RS05635	NC_013967.1	174066	174335	+	270	1129	236	1306	1294	1333	1312	354	3	34	1616	1563	3256	1045	724	566	1092	2142	1614	186	283	1413	67	2433	853
HVO_RS05640	NC_013967.1	174329	174736	-	408	862	163	1081	989	1020	1045	269	1	22	1297	1279	2187	886	597	499	1397	1697	1219	134	394	1698	65	1976	515
HVO_RS05645	NC_013967.1	174892	176016	+	1125	12752	3764	15304	9554	9932	11256	2511	8	529	9461	9473	13870	20598	17606	13342	12568	13359	10913	2803	3031	14077	571	21814	2819
HVO_RS05650	NC_013967.1	176077	176769	+	693	1109	252	1325	907	1002	1071	201	1	78	1417	1194	1743	1614	1324	1021	2169	1975	1564	212	349	717	57	3714	272
HVO_RS05655	NC_013967.1	176934	177101	-	168	7971	6654	9251	15612	16091	24812	4582	7	1244	46310	48790	42018	5071	6757	5624	85315	34081	44543	2203	2439	13229	749	40313	10547
HVO_RS05660	NC_013967.1	177286	178047	+	762	493	140	546	700	670	955	170	2	89	1724	1486	1596	755	620	440	1118	1803	1590	114	197	308	23	2377	265
HVO_RS05665	NC_013967.1	178439	178678	+	240	454	236	532	344	390	569	123	2	84	463	445	556	777	667	608	1978	633	517	136	135	554	77	2606	131
HVO_RS05670	NC_013967.1	178741	180114	+	1374	5345	1001	6334	3164	3220	3293	762	6	174	3662	3431	4683	8261	6085	4814	3892	4987	3891	1078	1265	4127	192	9091	871
HVO_RS05675	NC_013967.1	180124	180504	-	381	373	98	395	311	283	386	64	0	22	364	306	509	564	394	328	547	522	405	68	102	274	16	1204	87
HVO_RS05680	NC_013967.1	180588	180998	-	411	277	60	335	269	318	426	57	1	23	385	334	514	294	206	185	683	532	479	46	84	254	13	1019	87
HVO_RS05685	NC_013967.1	181007	181207	-	201	101	47	136	121	102	182	34	0	7	244	206	218	188	101	105	154	342	240	35	61	131	5	442	60
HVO_RS05690	NC_013967.1	181313	182296	+	984	2917	1199	3535	4072	4410	4638	1174	3	387	6613	6837	7061	4989	4276	3337	7113	7533	7166	783	526	3445	275	9691	1866
HVO_RS05695	NC_013967.1	182364	184703	-	2340	1919	1344	2335	2574	2773	4479	787	3	134	1390	1379	2208	2636	2104	1749	3006	2502	1915	370	513	1966	101	5735	485
HVO_RS05700	NC_013967.1	184851	185336	-	486	196	27	205	103	115	101	15	0	2	71	70	161	229	178	146	182	170	146	52	32	111	16	506	28
HVO_RS05705	NC_013967.1	185459	188227	+	2769	9343	2663	11135	11386	11912	12941	2890	8	602	17560	17378	18855	8573	7324	6088	11293	21998	19021	2367	2076	9309	644	21112	5239
HVO_RS05710	NC_013967.1	188332	189108	+	777	774	210	887	849	888	1108	186	0	79	1543	1412	1505	1017	817	700	1310	1768	1462	167	269	596	40	3123	310
HVO_RS05715	NC_013967.1	189223	189936	+	714	1683	487	1890	1241	1262	1139	432	3	105	1476	1487	2042	3818	3238	2262	2414	1907	1772	459	434	2001	133	5091	574
HVO_RS05720	NC_013967.1	190112	191275	+	1164	5833	2377	6967	3976	4070	7082	1702	2	59	806	763	1765	2376	2323	2109	1207	2900	1686	1464	1883	9495	63	2119	452
HVO_RS05725	NC_013967.1	191384	191674	+	291	821	684	1039	719	808	911	320	1	7	186	205	345	1118	933	983	453	453	342	215	184	1321	33	657	119
HVO_RS05730	NC_013967.1	191877	192200	+	324	127	106	164	388	403	382	127	0	22	553	517	566	119	140	105	1228	701	698	35	31	248	10	962	223
HVO_RS05735	NC_013967.1	192245	192619	+	375	632	333	645	931	1043	1256	340	0	60	1510	1455	1763	2012	1802	1170	2711	1958	1908	127	270	1039	43	2367	403
HVO_RS05740	NC_013967.1	192742	193194	+	453	4180	2569	5055	6677	7163	7741	1609	8	397	5129	5577	12164	8750	7149	6367	9848	9918	8928	1572	1253	7972	390	25018	2921
HVO_RS05745	NC_013967.1	193386	194348	+	963	14635	3414	17320	6445	6332	9225	1980	9	549	12590	12197	15746	14845	8989	8573	9600	13590	10512	3362	1762	6161	826	39247	3005
HVO_RS05750	NC_013967.1	194367	196481	-	2115	9033	2486	10645	4832	5200	6529	1628	2	270	5459	5450	7170	5576	3587	3988	6439	6606	4737	2360	1315	6462	170	19241	1391
HVO_RS05755	NC_013967.1	196563	197267	-	705	530	50	556	150	193	199	48	0	6	208	213	313	184	143	126	211	307	252	149	49	136	22	1720	61
HVO_RS05760	NC_013967.1	197261	197962	-	702	1531	76	1736	311	303	394	55	0	30	462	420	517	410	304	246	379	629	480	420	68	269	67	2954	114
HVO_RS05765	NC_013967.1	197963	198541	-	579	795	54	897	272	276	295	53	1	8	348	311	405	367	382	234	489	502	492	118	59	153	7	1713	76
HVO_RS05770	NC_013967.1	198709	199314	+	606	1398	300	1640	875	940	1180	292	0	47	1006	986	1217	2460	1896	1458	1695	1504	1232	344	304	1411	91	2162	311
HVO_RS05775	NC_013967.1	199368	201476	+	2109	4983	2160	6111	5813	6044	6258	1899	0	220	3148	3344	5683	7621	5638	4864	6128	6894	5570	1054	820	5786	493	13215	2092
HVO_RS05780	NC_013967.1	201577	201879	+	303	903	348	993	1382	1522	1932	329	1	77	1601	1343	1816	1375	1063	663	3314	2409	1944	132	391	1370	62	2762	331
HVO_RS05785	NC_013967.1	202030	202368	+	339	251	67	270	370	418	455	105	0	22	582	546	563	571	398	328	641	763	567	40	50	259	9	586	140
HVO_RS05790	NC_013967.1	202365	203306	+	942	778	179	948	1079	1106	1145	245	0	50	1628	1422	1621	1704	1218	895	978	1828	1412	126	231	672	29	1488	317
HVO_RS05795	NC_013967.1	203358	204212	+	855	203	58	288	447	470	398	125	1	29	646	582	652	588	480	336	481	728	561	43	99	220	10	686	98
HVO_RS05800	NC_013967.1	204209	204871	+	663	24	12	19	57	58	64	14	0	6	88	75	91	87	82	50	94	99	73	8	19	31	9	220	9
HVO_RS05805	NC_013967.1	204965	205831	-	867	48	19	62	62	81	85	11	0	7	91	75	115	102	87	101	181	116	98	13	34	99	3	334	16
HVO_RS05810	NC_013967.1	205994	206515	+	522	1791	8094	2032	16614	17210	29959	7897	28	3235	42905	41006	69555	43515	44199	45190	72597	33484	30123	2223	36311	133151	707	125503	8515
HVO_RS05815	NC_013967.1	206630	207373	-	744	1355	959	1600	4219	4321	5129	952	1	308	3569	3294	6696	3930	3242	2793	5604	6085	5321	341	683	1757	80	6980	935
HVO_RS05820	NC_013967.1	207442	208257	-	816	2433	1096	2991	5544	5994	6207	909	2	287	2521	2328	7402	7428	5422	4174	7741	7160	5653	366	732	1890	59	6308	896
HVO_RS05825	NC_013967.1	208346	208762	-	417	636	155	748	551	657	716	121	0	19	754	675	979	851	643	542	825	999	857	95	155	562	27	1420	177
HVO_RS05830	NC_013967.1	209051	209686	-	636	2008	408	2538	2321	2346	2364	551	2	135	3910	3745	4667	5487	3983	3115	4732	4531	4023	415	584	2069	90	5300	957
HVO_RS05835	NC_013967.1	209687	209917	-	231	365	62	457	412	408	552	128	0	31	889	752	935	643	581	479	1021	1017	938	58	110	342	19	963	227
HVO_RS05840	NC_013967.1	209972	210823	-	852	1117	369	1412	1698	1798	1802	519	2	144	2665	2767	2970	1301	1036	914	3148	3802	3223	261	208	933	85	4062	953
HVO_RS05845	NC_013967.1	210884	211711	-	828	562	178	669	635	690	883	180	0	31	768	666	1069	1000	797	588	947	1148	822	145	233	523	34	1629	189
HVO_RS05850	NC_013967.1	211808	212152	-	345	227	88	273	370	414	445	104	0	46	624	574	604	442	359	256	1018	734	670	62	66	200	15	1276	121
HVO_RS05855	NC_013967.1	212299	213429	+	1131	561	160	711	604	649	664	196	0	38	841	791	918	710	454	421	1021	1152	1117	127	77	333	59	1810	253
HVO_RS05860	NC_013967.1	213507	214844	+	1338	4451	907	5050	4298	4394	5165	859	3	237	3856	3679	6253	9110	6632	4813	7480	6900	5639	737	1122	3876	164	7931	1145
HVO_RS05865	NC_013967.1	214846	215811	+	966	1553	294	1780	1402	1528	1790	283	3	89	1437	1277	2434	1747	1433	1128	2502	2358	1894	245	334	891	59	3107	331
HVO_RS05870	NC_013967.1	215944	217314	-	1371	22298	6091	26886	18113	19393	23613	4100	11	1704	17226	17774	22785	14082	10342	11359	31936	30167	25407	4463	1218	7880	1014	35790	6000
HVO_RS05875	NC_013967.1	217441	217899	+	459	2053	770	2401	3012	3421	3850	939	1	238	5302	5060	5655	1125	1041	1165	7701	6801	6105	286	252	1510	112	5036	1456
HVO_RS20810	NC_013967.1	217905	218057	-	153	122	64	109	237	217	274	84	0	24	312	328	311	54	57	124	635	394	348	31	21	120	18	361	121
HVO_RS05880	NC_013967.1	218337	219419	-	1083	3092	1138	3771	4056	4113	5621	1466	0	77	3054	3086	4400	2775	2240	1730	1805	4987	3475	523	601	3292	95	3487	1051
HVO_RS05885	NC_013967.1	219536	220561	+	1026	1207	284	1350	1280	1242	1232	306	0	79	1628	1460	1980	3141	2259	1761	1569	2101	1628	294	339	1168	83	2464	376
HVO_RS05890	NC_013967.1	220622	221566	-	945	1579	345	2043	1240	1420	1411	424	1	71	1652	1545	2070	2989	2433	1938	1574	2213	1807	358	293	1367	89	2576	513
HVO_RS05895	NC_013967.1	221699	222217	+	519	696	101	839	453	454	477	115	1	45	596	522	743	1129	844	711	1012	792	658	180	91	390	48	1970	149
HVO_RS05900	NC_013967.1	222424	223386	-	963	2260	391	2659	2219	2260	2310	574	2	126	3802	3483	4324	3334	2412	1883	3612	4360	3714	458	364	1316	96	5302	953
HVO_RS20815	NC_013967.1	223483	223650	+	168	286	41	348	92	103	101	32	0	4	186	172	217	224	176	251	212	204	181	94	23	190	34	666	87
HVO_RS05905	NC_013967.1	223693	224892	+	1200	2192	168	2624	705	792	607	165	0	74	1171	1071	1694	2129	1548	1323	1437	1447	1144	462	176	531	87	5237	276
HVO_RS05910	NC_013967.1	224889	225164	+	276	171	23	184	125	138	114	36	0	4	140	116	244	256	191	161	204	227	149	41	46	84	3	608	47
HVO_RS05915	NC_013967.1	225232	226548	-	1317	4164	566	4996	2079	2174	1960	630	1	152	2827	2938	3720	9917	7957	6620	3290	3768	3263	1101	333	1865	182	10500	1056
HVO_RS05920	NC_013967.1	226809	227072	+	264	161	36	197	77	98	120	20	0	2	137	138	209	339	258	184	147	165	109	56	30	146	13	432	39
HVO_RS05925	NC_013967.1	227072	227578	+	507	550	93	667	307	327	277	93	1	19	531	526	644	1132	819	630	566	513	433	120	76	389	27	1680	125
HVO_RS05930	NC_013967.1	227672	228271	+	600	555	117	617	452	481	451	115	1	38	766	790	855	770	640	536	1103	882	824	140	78	387	36	1736	202
HVO_RS05935	NC_013967.1	228343	229032	-	690	97	15	117	96	124	130	20	0	10	118	150	161	157	134	79	236	202	170	23	15	62	10	440	44
HVO_RS05940	NC_013967.1	229170	230783	+	1614	939	193	1059	672	639	596	183	0	52	586	612	1049	1630	1205	942	938	829	634	229	138	683	43	2274	241
HVO_RS05945	NC_013967.1	230787	231071	+	285	193	43	231	317	370	232	48	0	8	353	332	690	531	382	244	415	597	452	24	67	163	5	560	90
HVO_RS05950	NC_013967.1	231140	231331	-	192	146	86	190	477	513	365	84	0	15	587	589	1024	727	507	387	567	921	963	42	54	247	18	566	252
HVO_RS05955	NC_013967.1	231538	232569	-	1032	220	63	266	125	109	154	20	0	5	117	125	134	236	146	135	146	181	142	98	29	121	8	336	59
HVO_RS20820	NC_013967.1	232566	232736	-	171	42	7	75	24	18	31	5	0	1	28	14	29	60	19	28	28	42	37	10	5	15	3	50	9
HVO_RS05960	NC_013967.1	233026	233310	-	285	44	11	58	14	18	41	8	0	0	40	22	56	65	65	56	75	52	43	10	5	35	3	65	14
HVO_RS05965	NC_013967.1	233436	233702	+	267	143	60	160	108	124	147	39	0	3	87	115	142	485	311	246	159	178	102	34	28	229	12	251	54
HVO_RS20100	NC_013967.1	234085	234963	+	879	176	137	204	407	433	638	122	0	15	201	278	537	147	155	161	294	555	383	42	13	267	29	514	223
HVO_RS05975	NC_013967.1	235110	236276	-	1167	532	162	638	468	479	594	170	0	22	642	721	773	846	689	565	671	713	648	198	90	765	50	850	243
HVO_RS05985	NC_013967.1	236934	237194	-	261	31	11	50	28	31	28	16	0	1	51	53	91	63	48	34	28	52	39	4	5	34	7	108	35
HVO_RS05990	NC_013967.1	237481	237741	+	261	104	19	107	47	56	71	15	0	1	76	97	102	358	313	233	88	88	84	42	28	98	2	236	33
HVO_RS05995	NC_013967.1	237743	237988	+	246	237	31	239	70	85	109	36	1	3	127	146	125	746	541	466	125	165	122	69	30	145	4	422	28
HVO_RS20105	NC_013967.1	237992	238198	-	207	68	10	116	29	39	31	15	0	4	75	60	69	248	183	182	81	65	55	29	3	70	6	244	23
HVO_RS06000	NC_013967.1	238338	238736	+	399	5	2	12	3	5	3	8	0	0	6	4	7	6	13	12	23	9	4	1	0	7	2	58	1
HVO_RS06005	NC_013967.1	238733	238948	+	216	5	4	5	2	2	4	0	0	0	2	2	3	5	3	1	10	4	2	0	0	1	0	15	0
HVO_RS06010	NC_013967.1	238945	239475	+	531	12	1	4	3	7	6	1	0	0	1	5	4	17	13	11	11	13	7	4	6	4	0	36	2
HVO_RS06015	NC_013967.1	239482	241095	+	1614	18	3	30	17	19	20	6	0	3	28	24	25	78	60	53	45	32	30	10	0	12	0	77	11
HVO_RS06020	NC_013967.1	241129	241704	+	576	6	1	6	3	4	7	1	0	0	5	10	7	22	19	18	14	12	12	1	1	4	0	11	2
HVO_RS06025	NC_013967.1	241698	242492	+	795	8	0	16	5	9	7	1	0	0	16	4	11	34	24	22	26	19	16	3	0	7	0	26	10
HVO_RS06030	NC_013967.1	242489	243640	+	1152	29	4	30	15	18	16	3	0	3	18	19	23	43	46	48	48	20	28	5	4	19	0	87	6
HVO_RS06035	NC_013967.1	243876	245228	+	1353	268	108	296	298	315	383	97	0	13	294	296	416	255	190	201	613	489	401	66	38	251	14	687	147
HVO_RS06040	NC_013967.1	245331	246683	+	1353	171	76	189	211	222	308	71	1	7	192	209	325	174	180	162	421	328	310	46	39	214	23	474	119
HVO_RS06045	NC_013967.1	246714	247094	+	381	17	4	14	7	15	20	2	0	0	4	3	17	24	19	20	19	23	13	1	1	5	2	17	7
HVO_RS20525	NC_013967.1	247254	247859	+	606	27	14	45	27	33	30	18	0	1	51	55	60	71	77	92	36	63	44	17	2	20	3	63	31
HVO_RS06050	NC_013967.1	248186	249184	+	999	316	141	429	455	482	817	146	0	25	537	553	775	1055	1035	614	892	810	656	96	105	485	21	1109	177
HVO_RS06055	NC_013967.1	249749	251479	-	1731	36	10	55	21	15	17	10	0	4	22	26	27	50	43	44	116	34	16	19	3	41	9	167	4
HVO_RS06060	NC_013967.1	252026	252098	-	73	35	4	31	24	13	40	8	0	0	25	16	31	40	35	14	42	58	40	2	6	16	0	26	3
HVO_RS06065	NC_013967.1	252148	254004	-	1857	2040	262	2323	1050	1126	1156	250	0	41	974	947	1411	2530	2055	1482	1364	1596	1281	342	186	810	33	1902	293
HVO_RS06070	NC_013967.1	254076	256130	-	2055	6402	797	7563	2758	2992	2929	979	3	208	3987	4030	4582	12183	9477	8359	3780	4798	4176	1970	610	3559	208	7898	1248
