# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2021_counts3.txt" "aGTrmB_D_noglu_24_S42_sorted.bam" "deltadelta_a_glu_S16_sorted.bam" "deltadelta_a_noglu_S35_sorted.bam" "deltadelta_b_glu_S53_sorted.bam" "deltadelta_b_noglu_S36_sorted.bam" "deltadelta_c_glu_S43_sorted.bam" "deltadelta_d_glu_S44_sorted.bam" "deltadelta_d_noglu_S5_sorted.bam" "HVO_ref_RNA_S27_sorted.bam" "tbsP_a_glu_S33_sorted.bam" "tbsP_a_noglu_S24_sorted.bam" "tbsP_b_glu_S2_sorted.bam" "tbsP_b_noglu_S30_sorted.bam" "tbsP_c_glu_S51_sorted.bam" "tbsP_c_noglu_S15_sorted.bam" "tbsP_d_glu_S52_sorted.bam" "tbsP_d_noglu_S31_sorted.bam" "tbsP_e_glu_S3_sorted.bam" "tbsP_e_noglu_S50_sorted.bam" "trmB_a_glu_S4_sorted.bam" "trmB_a_noglu_S32_sorted.bam" "trmB_b_noglu_S25_sorted.bam" "trmB_c_glu_S34_sorted.bam" "trmB_c_noglu_S1_sorted.bam" "WT_a_glu_S39_sorted.bam" "WT_a_noglu_S37_sorted.bam" "WT_b_glu_S13_sorted.bam" "WT_b_noglu_S17_sorted.bam" "WT_c_glu_S18_sorted.bam" "WT_c_noglu_S6_sorted.bam" "WT_d_glu_S19_sorted.bam" "WT_d_noglu_s38_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aGTrmB_D_noglu_24_S42_sorted.bam	deltadelta_a_glu_S16_sorted.bam	deltadelta_a_noglu_S35_sorted.bam	deltadelta_b_glu_S53_sorted.bam	deltadelta_b_noglu_S36_sorted.bam	deltadelta_c_glu_S43_sorted.bam	deltadelta_d_glu_S44_sorted.bam	deltadelta_d_noglu_S5_sorted.bam	HVO_ref_RNA_S27_sorted.bam	tbsP_a_glu_S33_sorted.bam	tbsP_a_noglu_S24_sorted.bam	tbsP_b_glu_S2_sorted.bam	tbsP_b_noglu_S30_sorted.bam	tbsP_c_glu_S51_sorted.bam	tbsP_c_noglu_S15_sorted.bam	tbsP_d_glu_S52_sorted.bam	tbsP_d_noglu_S31_sorted.bam	tbsP_e_glu_S3_sorted.bam	tbsP_e_noglu_S50_sorted.bam	trmB_a_glu_S4_sorted.bam	trmB_a_noglu_S32_sorted.bam	trmB_b_noglu_S25_sorted.bam	trmB_c_glu_S34_sorted.bam	trmB_c_noglu_S1_sorted.bam	WT_a_glu_S39_sorted.bam	WT_a_noglu_S37_sorted.bam	WT_b_glu_S13_sorted.bam	WT_b_noglu_S17_sorted.bam	WT_c_glu_S18_sorted.bam	WT_c_noglu_S6_sorted.bam	WT_d_glu_S19_sorted.bam	WT_d_noglu_s38_sorted.bam
HVO_RS05170	NC_013967.1	97756	97950	+	195	2406	6991	7161	7202	14953	3553	3947	10055	7	8843	14031	7406	24842	10135	20422	5417	17769	6442	19256	5904	3997	10714	12091	5438	12862	16416	7226	10655	8281	13221	36776	11631
HVO_RS05175	NC_013967.1	98087	99214	-	1128	3636	6737	4129	6784	3939	5056	5212	3092	0	5953	3760	5375	3790	5906	3649	6445	3439	6102	3877	7070	2432	3995	6095	2960	6326	4066	6340	3770	5120	3314	9161	3590
HVO_RS05180	NC_013967.1	99292	99930	-	639	445	257	473	204	387	148	129	428	0	183	407	174	426	187	431	164	319	311	386	198	705	1496	285	1152	415	581	336	618	449	381	867	401
HVO_RS05185	NC_013967.1	100055	100936	+	882	4982	5798	7177	5215	6007	4041	4514	5229	4	4264	5679	4503	5348	6557	5617	4869	5107	4986	5232	5281	4404	6541	6495	5761	8787	7823	7828	6048	6111	4575	13329	5238
HVO_RS05190	NC_013967.1	100943	101548	+	606	2398	3429	3888	3388	3926	2376	2615	3294	4	2653	3288	2714	3414	4272	3628	3054	3246	2825	3606	3089	2110	3313	3985	2411	5078	4512	4421	3757	3439	2693	7989	2971
HVO_RS05195	NC_013967.1	101807	102838	+	1032	5778	8301	35517	11614	14956	7612	11155	14415	807	12315	14801	9771	13545	12305	15219	9611	15614	13279	14695	8835	30292	63415	16990	42487	15151	25001	12594	16430	10213	19502	23583	13101
HVO_RS05200	NC_013967.1	103089	104234	+	1146	10837	1257	1235	1221	1130	720	925	1133	0	1089	1726	1151	1651	1271	1641	1140	1560	1507	1568	1127	2049	3833	1977	3285	1865	2168	3034	2375	1847	2160	3462	1769
HVO_RS05205	NC_013967.1	104245	104658	+	414	1745	210	314	183	241	123	146	209	0	159	320	177	295	211	339	151	308	285	299	191	508	905	314	707	284	492	435	454	337	397	581	337
HVO_RS05210	NC_013967.1	104705	105133	-	429	4813	11575	8508	9456	7705	7876	8420	6834	5	7409	10196	7890	9409	11117	9846	9032	8958	9508	9548	10549	9040	11839	11945	11519	15660	14626	18031	10850	12859	8250	24952	10195
HVO_RS05215	NC_013967.1	105206	105793	-	588	433	1026	1027	752	937	623	618	747	1	615	882	699	950	1137	905	908	836	793	841	896	880	1256	1105	1238	1189	1258	2160	943	1081	651	2218	880
HVO_RS05220	NC_013967.1	105867	107141	-	1275	14289	13942	19795	13457	17752	11061	11616	15223	11	11803	16231	12062	15931	15038	16012	13314	15281	13731	16445	13657	16482	22181	17321	18106	19265	23607	16430	18262	13889	13245	29209	15454
HVO_RS05225	NC_013967.1	107327	108373	+	1047	1427	2158	1689	1670	1684	1168	1227	1207	0	1376	2310	1420	2348	1741	2092	1521	2327	1600	2622	1709	1008	1442	2037	1165	2773	2044	2679	2139	2599	1462	4986	1749
HVO_RS05230	NC_013967.1	108419	108721	-	303	2472	5524	5250	4857	3526	3283	3389	3567	0	3921	4021	3947	3837	4865	3689	4602	3585	4832	3936	4917	3048	3885	4936	3273	5493	4551	6775	4489	4944	2689	9534	3457
HVO_RS05235	NC_013967.1	108722	109462	-	741	5150	11922	10797	10599	7625	7529	7785	7140	1	8573	8503	8493	7643	10342	7345	9326	7600	9645	7919	10393	5610	7313	11058	6370	11771	9331	12998	8957	10592	5590	19287	8148
HVO_RS05240	NC_013967.1	109554	110171	+	618	369	949	327	658	228	612	651	198	0	887	511	783	547	629	421	658	300	900	470	820	183	299	671	288	926	307	705	282	959	523	1391	353
HVO_RS05245	NC_013967.1	110198	110752	+	555	585	1397	1590	1161	1132	789	883	1161	1	1081	1456	1040	1465	1163	1331	1128	1406	1168	1383	1132	1622	2287	1456	2119	1480	1841	2475	1791	1506	984	2739	1385
HVO_RS05250	NC_013967.1	110903	111055	+	153	14401	12254	5161	11045	4375	10637	10413	3102	8	11662	4814	7770	7484	10202	5588	8712	5052	13295	6619	5930	4515	3407	9863	4020	10807	7401	9622	8165	11798	6738	15961	6050
HVO_RS05255	NC_013967.1	111059	111337	+	279	27081	23391	13948	23077	10485	19948	20032	9462	7	23763	14372	20943	15589	21786	13982	21377	11662	29673	14082	22380	12187	13942	22955	13258	24281	15343	22119	16316	24500	18976	37194	17239
HVO_RS05260	NC_013967.1	111341	112006	+	666	68921	55862	32447	61951	28481	47572	50575	27205	21	63843	39575	56114	36937	62433	34478	61056	33420	72676	36253	68283	30216	33462	62717	30381	59455	38519	63329	42024	59355	51976	84950	47188
HVO_RS05265	NC_013967.1	112088	112264	+	177	2468	2834	1959	2440	1532	2174	2283	1179	1	2262	1537	1767	2089	2058	1568	2055	1738	2458	2005	1732	1944	1389	2676	1625	2495	1977	3192	2266	2449	1415	3673	1655
HVO_RS05270	NC_013967.1	112264	112734	+	471	10373	11149	8743	10458	8519	8518	9335	8225	6	9908	10668	8796	9894	8334	8620	9111	9608	11551	9919	9809	10965	13215	11519	11470	11530	9463	12043	10192	10456	9055	17865	9375
HVO_RS05275	NC_013967.1	112767	114137	+	1371	24260	29355	19210	26705	18567	19159	20927	19048	17	22743	25050	23227	23492	24625	20389	24569	23661	27580	24153	28018	20820	28354	27565	24391	29317	23867	41255	23448	25442	20026	47544	21516
HVO_RS05280	NC_013967.1	114180	114797	-	618	1225	1310	985	1187	721	992	1041	698	0	1240	1220	1138	1144	1204	1028	1288	1119	1417	1191	1425	863	1015	1266	899	1425	1230	1744	1387	1509	1283	2187	1260
HVO_RS05285	NC_013967.1	114831	115805	-	975	761	596	1124	575	737	360	478	676	0	570	742	467	746	543	947	563	776	610	851	545	557	990	703	762	776	912	717	977	690	999	1269	935
HVO_RS05290	NC_013967.1	115896	117293	+	1398	17398	14891	15135	15423	13470	11578	13058	12292	42	14019	15479	13058	14302	15256	12702	14793	14555	18144	15184	15580	9247	13831	17620	12209	20330	18212	18576	18964	19214	14849	32557	16769
HVO_RS05295	NC_013967.1	117403	117984	+	582	2607	3115	1970	3056	1706	2217	2406	1561	1	2411	2451	2588	2422	3687	2174	3280	2386	3130	2793	3373	1425	2037	3339	1570	3637	2817	4936	2956	3306	2198	6147	2270
HVO_RS05300	NC_013967.1	117985	118545	+	561	302	759	540	795	525	517	592	519	0	649	589	692	696	821	607	900	790	605	868	800	349	562	745	320	744	766	1219	817	598	543	1182	616
HVO_RS05305	NC_013967.1	118620	119639	+	1020	4563	11106	9394	10705	6542	7446	7893	6959	2	8588	7486	9218	6868	11647	7215	10421	6733	9879	7485	12161	10678	12032	8827	10493	9879	9027	18327	8699	9615	5518	16606	6780
HVO_RS05310	NC_013967.1	119674	120090	-	417	2161	3937	5083	3830	3436	2885	2933	3350	3	3798	3815	3643	3657	3694	3331	3968	3768	4197	4307	4301	3138	4288	3866	3876	4661	4429	4707	4920	4418	3546	7145	3871
HVO_RS05315	NC_013967.1	120093	120662	-	570	2298	4298	4804	4149	3995	3066	3198	4009	2	4238	4464	3725	4252	4058	3318	4049	4394	4469	4870	4386	4193	5778	4040	4945	4981	4956	5150	5561	4629	3454	7726	4247
HVO_RS05320	NC_013967.1	120802	121179	+	378	306	886	1234	615	922	483	508	776	0	511	1049	468	1025	727	846	580	968	596	1011	558	1030	1331	1017	1099	971	1553	1304	1123	866	624	1959	850
HVO_RS05325	NC_013967.1	121223	121296	+	74	173	449	212	618	136	451	502	86	0	249	215	324	296	685	204	531	307	239	294	346	170	121	352	166	296	295	724	224	255	114	514	153
HVO_RS05330	NC_013967.1	121710	121985	+	276	1355	1278	1271	1108	892	659	814	845	0	631	901	745	1007	987	1069	1140	992	1012	1161	914	2278	2595	1301	2242	1308	1748	2367	2160	1262	1093	2272	1418
HVO_RS05335	NC_013967.1	121969	122181	+	213	1829	1689	1272	1462	964	832	1165	887	1	809	1241	1000	1272	1272	1299	1549	1254	1411	1335	1508	2245	2690	1792	2481	1700	1915	3285	2208	1689	1465	3159	1701
HVO_RS05340	NC_013967.1	122368	122781	-	414	466	721	1287	565	1026	440	474	929	0	428	1108	529	1005	1251	1189	811	992	555	1053	767	937	2203	843	1762	1160	1686	2533	1252	984	565	2559	1206
HVO_RS05345	NC_013967.1	123087	124739	-	1653	197485	70227	151747	70470	138591	48803	69952	128906	525	64706	134518	66734	118905	113900	133568	88734	146223	90506	145985	87679	91517	121721	119041	118756	116341	151097	140748	184309	109811	76830	215139	139303
HVO_RS05350	NC_013967.1	124992	125534	-	543	7005	14926	16474	14581	13857	10270	10938	11339	1	12347	11577	12416	10743	16030	10115	14124	9861	13413	10760	15880	14764	21599	14926	20796	16181	14860	19939	12817	14343	9999	27268	11915
HVO_RS05355	NC_013967.1	125628	126500	-	873	3043	5164	5542	4156	4709	2894	3182	4193	3	3346	4359	3446	4419	4318	4066	4267	3951	3574	4299	4420	6851	9718	4579	8385	5098	5530	7654	4185	4786	3012	8970	3667
HVO_RS05360	NC_013967.1	126602	126892	-	291	3371	9034	5599	7639	6070	6054	6615	4961	4	7109	7708	6659	7188	7497	5240	7169	6694	7401	6969	8243	6304	7211	6839	7701	7190	6396	7384	6654	7805	4421	12101	5491
HVO_RS05365	NC_013967.1	126998	127177	+	180	297	486	213	505	229	368	403	221	0	575	514	492	407	462	204	456	308	633	346	612	204	297	613	269	464	296	470	352	569	482	786	431
HVO_RS05370	NC_013967.1	127203	128030	-	828	1048	3063	951	2596	910	1753	2068	690	2	1771	1310	2288	1499	3437	1139	3231	1292	1861	1357	3104	815	1223	2585	1032	2643	1535	6963	1250	2274	958	4405	1235
HVO_RS05375	NC_013967.1	128123	129109	-	987	6868	13563	14651	14675	10795	13364	13906	10498	1	13862	12872	13175	12106	16296	10894	15624	11990	14554	13030	16382	18363	24849	13408	19704	17193	15128	21440	13370	13229	12768	22894	11985
HVO_RS05380	NC_013967.1	129130	129504	+	375	2716	2096	1191	2143	1048	1760	1808	807	1	2007	1272	1885	1456	2177	1263	2297	1461	2145	1699	2390	918	1182	2224	947	2499	1572	2438	1657	1874	1540	3472	1286
HVO_RS05385	NC_013967.1	129520	131589	-	2070	7500	14111	18695	11364	17597	6783	8028	18844	15	8056	13397	8951	13419	11881	14422	10787	14224	9338	15384	10711	21680	35881	13343	27846	15196	20885	24161	19270	13177	8299	28577	14140
HVO_RS05390	NC_013967.1	131765	132754	+	990	112	76	39	69	34	57	57	26	0	49	49	51	41	49	40	73	42	69	39	76	51	54	72	34	84	58	208	42	77	59	120	39
HVO_RS05395	NC_013967.1	132763	133107	+	345	35	46	19	29	12	15	30	17	1	35	28	24	24	36	24	30	14	37	25	33	30	29	40	19	33	33	70	14	38	30	61	15
HVO_RS05400	NC_013967.1	133150	134028	-	879	2783	3760	3380	3720	2875	2509	2848	2947	0	3551	3648	3279	3522	3522	2927	3626	3222	3988	3587	4050	3154	4390	3789	4097	3929	3562	5909	4157	4227	3756	6628	3946
HVO_RS05405	NC_013967.1	134083	135030	-	948	1295	2266	772	2331	609	1633	1790	685	2	1589	874	1780	845	2196	729	2497	717	1848	866	2346	1061	1557	1938	1280	1663	654	3756	770	1361	757	2229	723
HVO_RS05410	NC_013967.1	135168	136193	+	1026	5289	11232	4903	11599	3853	8847	8996	3502	3	10087	7439	9496	7423	10907	5634	11804	7341	10753	8134	11453	2247	2974	10050	2177	11384	6251	11148	7770	9270	7325	15575	6903
HVO_RS05415	NC_013967.1	136193	136798	+	606	3472	5380	2133	5561	1872	4124	4340	1680	0	4705	3999	4665	3969	5437	3070	5274	3729	5114	4055	5404	1368	1666	4802	1249	5172	3291	6034	3483	4846	3624	8106	3527
HVO_RS05420	NC_013967.1	137039	137458	+	420	268	553	189	562	233	299	387	150	0	362	300	449	373	587	291	590	401	359	342	506	88	165	472	120	481	442	908	264	347	192	862	244
HVO_RS05425	NC_013967.1	137455	139161	+	1707	673	1425	859	1345	747	800	914	602	48	1048	902	1053	1037	1447	946	1335	977	903	1038	1283	324	538	1173	393	1235	1311	2268	792	946	599	2047	759
HVO_RS05430	NC_013967.1	139158	139553	+	396	166	212	165	167	135	119	155	98	0	159	168	151	193	170	171	195	195	129	204	142	75	100	189	87	183	224	190	149	161	106	303	148
HVO_RS05435	NC_013967.1	139550	140173	+	624	231	293	249	317	220	175	215	184	6	255	237	250	309	301	276	322	285	245	295	267	127	205	283	151	265	365	389	222	232	187	457	204
HVO_RS05440	NC_013967.1	140173	141072	+	900	359	463	435	469	359	258	290	287	0	361	417	366	462	464	408	409	444	318	468	358	242	380	422	262	408	532	521	341	326	297	693	352
HVO_RS05445	NC_013967.1	141072	141731	+	660	238	327	300	324	245	146	209	248	0	247	263	274	344	278	351	288	296	189	381	320	173	285	288	175	287	364	403	223	241	191	466	203
HVO_RS05450	NC_013967.1	141728	142417	+	690	212	254	241	276	200	148	186	179	0	212	221	218	267	241	265	283	299	181	289	245	104	185	221	122	265	320	326	205	148	164	431	165
HVO_RS05455	NC_013967.1	142507	142956	+	450	360	424	436	356	421	146	304	389	0	228	312	248	427	260	458	307	518	366	514	275	428	722	477	434	429	753	536	1332	440	909	989	1102
HVO_RS05460	NC_013967.1	142995	143201	-	207	590	1569	963	1292	809	867	1051	573	0	806	827	991	948	1513	764	1239	950	930	965	1282	964	1051	1452	1050	1455	1490	3426	1310	1201	480	2425	776
HVO_RS05465	NC_013967.1	143303	144259	-	957	4080	7443	4114	5643	2545	4473	4909	3023	5	5724	4306	6128	3803	5785	3344	6404	2951	6619	3823	8201	4974	7762	4710	6133	6481	3872	11863	3820	6300	3964	9688	3602
HVO_RS05470	NC_013967.1	144416	144727	+	312	69	257	459	264	369	212	220	322	1	291	289	221	288	279	303	274	307	284	358	264	361	402	282	377	299	407	375	418	286	239	493	298
HVO_RS05475	NC_013967.1	144786	145355	+	570	5593	2440	3741	2521	3201	2236	2489	3073	0	3554	3067	2805	2993	2535	3530	2405	3078	2813	3303	2856	2661	2895	2697	2498	3335	2798	1842	2465	2231	2380	3964	2033
HVO_RS05480	NC_013967.1	145435	145812	+	378	1289	1062	1092	1283	772	978	1006	754	1	1126	891	1166	965	1343	993	1286	961	974	1170	1184	831	1124	1220	689	1404	1048	1248	931	826	639	2026	600
HVO_RS05485	NC_013967.1	145831	146799	+	969	589	1026	1349	1029	1386	523	622	1461	1	665	1209	750	1274	956	1141	968	1221	702	1362	885	1592	2898	1115	1871	1008	1362	1796	1347	787	793	2178	1022
HVO_RS05490	NC_013967.1	146821	147666	-	846	4934	8220	7605	7607	7329	5115	5653	7138	5	6628	8162	6667	7769	7773	6277	6863	7370	7544	7904	8010	5964	9573	8707	7916	8910	7831	10829	7873	8686	5637	15985	6794
HVO_RS05495	NC_013967.1	147744	148844	+	1101	3722	2421	2563	1634	1606	1143	1805	1754	0	1600	2371	1533	2467	1286	1649	1700	2618	2441	2678	1922	2050	2792	2398	2412	2154	2365	2851	3786	2540	3302	3886	2994
HVO_RS05500	NC_013967.1	148866	149378	-	513	8233	4374	3765	6178	3747	4518	3188	3952	4	5127	5735	6084	6667	6528	8313	5618	6041	6670	5721	5559	5148	7237	6716	6210	7653	5883	8103	6720	7761	9113	12436	5850
HVO_RS05505	NC_013967.1	149375	149722	-	348	4876	2232	1663	2475	1681	2190	1774	1665	0	2477	2938	3160	3404	3538	3902	2640	2841	3168	2634	3047	2017	3111	2584	2875	3800	3103	4050	3187	4101	4313	6696	3200
HVO_RS05510	NC_013967.1	149886	151178	+	1293	3741	6284	4795	6169	3469	4614	4863	3839	1	5591	4693	5738	4557	6248	4091	5632	4320	5207	4985	6244	3907	6326	4620	4375	5542	4821	5423	4756	4207	4515	8174	3882
HVO_RS05515	NC_013967.1	151249	151560	-	312	993	527	1824	307	1500	216	354	1612	1	387	1215	350	1230	276	941	413	1578	578	1710	455	1945	2483	733	2339	820	1748	1230	3563	950	1315	1602	1543
HVO_RS05520	NC_013967.1	151659	152945	+	1287	20264	22016	19173	23598	14423	18326	18659	15223	175	22423	22125	20433	20173	22119	15475	23930	19924	23316	21544	27038	22427	25838	21746	22748	22658	21569	22673	25213	22292	21292	32856	20841
HVO_RS05525	NC_013967.1	153018	153350	-	333	56	198	154	219	152	180	110	123	0	112	196	145	158	267	138	176	106	132	119	178	217	380	198	301	166	238	430	135	132	92	380	143
HVO_RS05530	NC_013967.1	153435	154259	+	825	2828	3017	626	2781	595	1965	2271	559	0	1993	1323	2357	1303	3254	956	3176	1306	2173	1308	3558	715	902	2280	797	2419	1418	5084	1591	2154	1169	3941	1304
HVO_RS05535	NC_013967.1	154332	154754	+	423	782	2736	1855	2508	1832	1614	1613	1511	1	2512	2011	2367	2266	2593	1931	2310	2051	1594	2201	2637	1486	2367	2098	1484	1916	1515	2019	1502	1314	1179	3750	1450
HVO_RS05540	NC_013967.1	154782	155429	-	648	3512	7258	12473	5348	8849	3931	4360	9070	3	4987	9753	4962	8800	6098	9579	4659	9167	4894	9736	5444	11227	17001	6132	12383	7195	12055	7444	9974	5964	6456	12986	7912
HVO_RS05545	NC_013967.1	155649	155852	+	204	1476	2906	937	2828	1001	2131	2123	932	2	2566	1994	2383	2086	2457	981	2469	1531	2785	1841	2288	1140	1591	3200	1248	2553	1422	2581	1583	2763	1706	4564	1685
HVO_RS05550	NC_013967.1	155952	157052	-	1101	3584	7975	3883	8489	2996	6845	7087	2915	3	8544	4842	7839	4761	9455	3797	8969	4340	8448	4983	9797	4304	5645	7209	4956	7581	4919	10109	5342	6899	5728	10652	4806
HVO_RS05555	NC_013967.1	157202	157795	+	594	7492	10900	5725	10692	4960	8241	8954	5166	3	11955	6934	10354	7033	9279	4826	10274	5725	11424	6472	12344	11424	15761	9219	12849	9315	5895	12554	6036	9414	8286	13484	7469
HVO_RS05560	NC_013967.1	157928	158671	-	744	14038	31613	24276	35263	19051	28285	28455	18469	10	29707	29242	29809	27903	35527	25254	32965	26903	32360	29442	34777	24296	27841	33732	23409	36479	26638	31976	26038	28243	22978	51191	22885
HVO_RS05565	NC_013967.1	158945	159406	+	462	1790	1634	572	1581	675	1075	1086	636	0	1650	1267	1484	1227	1350	733	1418	954	1973	1116	1670	670	1047	1680	832	1738	928	2030	1022	1746	1616	2819	1107
HVO_RS05570	NC_013967.1	159403	161649	-	2247	244	187	125	195	118	119	141	90	0	176	190	159	190	213	146	196	133	196	209	183	153	217	208	212	194	173	352	135	189	157	308	133
HVO_RS05575	NC_013967.1	162031	162816	+	786	2813	2826	4399	2142	2707	2044	2039	2786	3	2531	2616	2205	2767	2332	3259	2082	2471	2913	2748	2166	3201	5095	2883	4081	3272	3436	2569	2652	2699	2941	4897	2254
HVO_RS05580	NC_013967.1	162982	163761	+	780	7481	13138	9760	12292	6945	10072	9191	6849	1	9741	8262	10400	7612	13578	7860	12688	7421	11559	7620	13777	11373	13606	11607	12431	11941	9780	14784	8857	10770	7007	17820	7755
HVO_RS05585	NC_013967.1	163911	164312	+	402	305	856	434	830	382	593	573	348	1	398	310	495	345	935	340	788	345	472	385	766	476	663	743	576	715	566	1572	489	518	295	1119	378
HVO_RS20805	NC_013967.1	164385	164561	-	177	351	332	101	410	193	221	293	157	1	303	262	300	275	389	155	454	253	295	343	349	187	279	307	208	322	313	583	371	318	255	576	232
HVO_RS05590	NC_013967.1	164618	165337	-	720	1549	1583	907	2125	789	1270	1618	745	0	1762	1031	1596	1155	2314	934	2317	1192	1815	1293	2159	587	660	1614	486	1529	1068	2308	1280	1426	1258	2394	1179
HVO_RS05595	NC_013967.1	165330	165506	-	177	502	652	237	735	235	532	661	181	0	657	303	575	434	918	339	845	394	621	456	642	149	152	530	111	582	388	905	472	491	297	938	362
HVO_RS05600	NC_013967.1	165626	167782	-	2157	14865	16500	9301	20622	9898	14191	17130	10412	9	16750	12777	17414	13221	24329	11863	24108	14659	16289	16088	24026	7374	10418	16204	6805	18441	13086	23371	13915	13340	11845	24822	12099
HVO_RS05605	NC_013967.1	167913	169238	+	1326	18593	13378	4862	14897	4356	11040	11807	4453	6	12090	6871	11830	6836	13307	6056	14691	6081	11670	7461	15143	3819	6278	12087	3488	13441	5877	15415	5363	10121	6863	17979	5784
HVO_RS05610	NC_013967.1	169351	169671	+	321	1885	1330	419	1157	330	919	1199	329	0	795	620	761	645	1022	566	1109	582	1084	673	1054	612	734	1292	644	1355	1066	2224	1077	1149	1251	2121	986
HVO_RS05615	NC_013967.1	169702	170184	-	483	642	892	801	725	788	488	538	651	1	554	691	588	835	754	702	655	668	537	704	748	893	1507	885	1190	905	928	1344	812	834	604	1703	755
HVO_RS05620	NC_013967.1	170259	170897	+	639	1429	3828	6508	3257	4088	2684	2592	3632	3	3173	3748	3138	3534	4046	3623	3696	3492	3154	3854	3946	4412	5890	3169	5247	4263	5169	6409	4423	3833	2064	6957	3505
HVO_RS05625	NC_013967.1	170943	171839	-	897	4550	11355	9278	8843	6792	6422	6114	6240	0	6194	6673	6824	6351	11598	6558	8651	6152	6304	6880	9139	6357	9644	7653	7454	9754	7779	14629	6738	8245	4239	15414	5789
HVO_RS05630	NC_013967.1	172017	174011	+	1995	5881	8169	10039	6626	7492	4800	5560	8071	1	7087	8757	6620	8982	6688	8775	6972	8599	7778	9722	7459	7299	12185	7051	8572	9208	8941	10137	9593	9309	7317	15443	7713
HVO_RS05635	NC_013967.1	174066	174335	+	270	1851	1714	890	1343	954	914	1304	836	3	1176	1348	1138	1249	1390	1020	1409	1119	1663	1166	1479	1193	1521	2160	1391	2015	1514	2790	1418	1928	1844	3541	1462
HVO_RS05640	NC_013967.1	174329	174736	-	408	1274	3700	5865	2707	3945	1823	2274	3423	0	2299	4197	2495	4781	2252	3291	2630	4556	1475	5824	3035	1311	1735	1751	1691	2072	1460	1816	1809	2246	1222	3709	1309
HVO_RS05645	NC_013967.1	174892	176016	+	1125	10795	18825	32858	15169	25228	9843	11957	28158	7	15194	26712	14015	25351	14494	27549	14379	28790	16272	29861	16046	35006	44050	17904	37793	20724	31771	22419	37450	21860	21701	38974	26343
HVO_RS05650	NC_013967.1	176077	176769	+	693	2723	4894	6557	3892	4393	3102	3059	4188	5	3675	5450	3880	5240	4459	5355	3801	5210	4423	5474	4475	6507	8945	4090	7620	5157	6864	6252	6656	5544	3900	10036	5408
HVO_RS05655	NC_013967.1	176934	177101	-	168	37158	25347	11757	22541	9490	26565	25903	7056	7	33518	12218	19996	16956	21692	10676	19296	12231	26441	14524	17589	12717	6512	19818	8124	19653	10228	15279	13785	21080	11473	24638	10306
HVO_RS05660	NC_013967.1	177286	178047	+	762	3816	5210	3314	3791	2034	4036	3640	2153	1	4073	3229	4569	2554	4720	2520	4328	2098	4948	2455	6458	2668	5195	3020	3851	4965	3119	6655	2507	4544	3000	7147	2515
HVO_RS05665	NC_013967.1	178439	178678	+	240	1072	2818	3325	1788	2957	1050	1302	2231	2	1056	3104	1344	3337	2001	2621	1477	3167	1564	2884	1771	4455	5240	3203	6752	3164	5916	6839	4556	3346	1344	8104	3964
HVO_RS05670	NC_013967.1	178741	180114	+	1374	5602	9017	20215	7258	13475	4988	5885	13699	5	6331	14530	6590	13712	7944	14604	6982	14292	7205	14655	7589	15170	24400	9874	19797	10981	18100	13740	17164	10637	10419	20966	13198
HVO_RS05675	NC_013967.1	180124	180504	-	381	329	521	288	530	274	333	393	258	0	395	451	408	397	692	386	614	393	368	406	654	391	546	448	396	572	481	1519	344	462	227	851	287
HVO_RS05680	NC_013967.1	180588	180998	-	411	655	1103	798	967	565	767	774	506	0	799	771	928	746	1198	654	1017	688	832	734	1168	848	1006	836	785	921	860	1911	700	837	510	1516	593
HVO_RS05685	NC_013967.1	181007	181207	-	201	192	413	325	323	181	249	275	149	0	248	168	243	228	395	159	366	190	251	284	242	241	209	219	207	347	273	654	257	269	101	429	181
HVO_RS05690	NC_013967.1	181313	182296	+	984	10410	20301	15921	21793	10919	16452	16690	11257	19	19712	14541	18658	13598	21641	12407	21776	14548	20113	15405	23577	14545	16887	18026	14036	20557	15719	26601	16820	18616	13332	29912	14380
HVO_RS05695	NC_013967.1	182364	184703	-	2340	3389	1925	2118	1276	1763	923	1000	1683	0	1125	4941	1088	5274	1252	3412	1249	5000	1404	5663	1292	1356	2050	2152	1606	3428	3989	3500	5065	3118	1783	6509	2409
HVO_RS05700	NC_013967.1	184851	185336	-	486	240	321	798	282	488	223	204	436	0	203	457	253	409	278	382	265	467	231	519	317	530	868	298	745	397	590	550	466	378	238	772	409
HVO_RS05705	NC_013967.1	185459	188227	+	2769	26177	44122	27872	48394	25089	35830	38748	24387	268	39221	34224	39937	32976	49755	26779	49681	33526	42763	36399	49360	11311	17298	41253	12266	48825	34100	50900	39886	39194	31187	67805	33430
HVO_RS05710	NC_013967.1	188332	189108	+	777	4194	5728	3697	5021	2828	3927	4195	2724	1	4374	4229	4692	4028	6571	3656	5401	3361	4641	3920	6116	3069	4826	4028	3548	5574	4132	8558	3901	4951	2952	9128	3330
HVO_RS05715	NC_013967.1	189223	189936	+	714	2017	8568	4691	7153	4195	5337	4623	3218	2	5073	4488	6290	4748	7576	5310	6512	3707	4518	4277	6626	3100	4717	6590	3575	7623	4348	8237	2738	5594	2967	11988	3703
